Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,Article Identification Value, Article Identifier Type, Brand, Collar Type, Collection, Color, EAN/UPC, Ean Code, Estimated Arrival, Fastening, Fit, Gender, Material, Neck Type, Occasion, Pattern, Product Code, Return Policy, Rise, Set Contents, Size, Sleeve, Sole Material, Style Code, Type, Upper Material, Wash Care
"https://paytmmall.com/jack-jones-blue-low-rise-slim-fit-jeans-CMPLXAPPJACK-JONES-BKAPS78002DAC301BF-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C49%7C","Jack & Jones Blue Low Rise Slim Fit Jeans ( Glenn )","Rs 3495","Buy for Rs 2097","NA","Kapsons Agencies P. Ltd.","Use promocode JEANS30 to get 30% cashback* (Max cashback Rs.600). COD option will not be available on applying this promocode.","Jiglennry129776 In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780021E6C0C1C/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780021E6C0C1C/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780021E6C0C1C/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780021E6C0C1C/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Cotton Blend","NA","Casual","Solid","APPJACK-JONES-BKAPS780021E6C0C1C","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","28","NA","NA","NA","NA","NA","Machine Wash;Machine Wash",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS78002927AA5C0-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C50%7C","Jack & Jones Men's Tshirt","Rs 1499","Buy for Rs 749","NA","Kapsons Retail Pvt Ltd","NA","JJCOSTONE POLO SS IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490927AA5C0/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490927AA5C0/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490927AA5C0/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490927AA5C0/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Red","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490927AA5C0","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Short Sleeves","NA","1855721-Poppy Red","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-printed-tshirt-CMPLXAPPJACK-JONES-MKAPS57849087D4AC3E-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C51%7C","Jack & Jones Men's Printed TShirt","Rs 1299","Buy for Rs 779","NA","Kapsons Retail Pvt Ltd","NA","JJPRGIL TEE SS CREW NECK IN","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849087D4AC3E/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849087D4AC3E/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849087D4AC3E/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849087D4AC3E/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Black","5713610950362","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS57849087D4AC3E","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","L","Short Sleeves","NA","1855726-Black","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS78002706A804A-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C52%7C","Jack & Jones Men's Casual T-shirts","Rs 799","Buy for Rs 399","NA","Kapsons Agencies P. Ltd.","Use promocode FASH30 to get 30% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjcoitus Tee Ss Crew","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780022227065F/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780022227065F/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780022227065F/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780022227065F/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Red","NA","5713610923953","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS780022227065F","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Short Sleeves","NA","1855723-poppy Red","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-printed-tshirt-CMPLXAPPJACK-JONES-MKAPS578490985C64B0-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C53%7C","Jack & Jones Men's Printed TShirt","Rs 1499","Buy for Rs 899","NA","Kapsons Retail Pvt Ltd","NA","JJCOKYRE POLO SS IN","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490985C64B0/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490985C64B0/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490985C64B0/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490985C64B0/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Polo","NA","Black","5713610963317","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490985C64B0","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","M","Short Sleeves","NA","1855717-Black","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-yellow-boxers-CMPLXAPPJACK-JONES-MKAPS780024D67EFBE-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C54%7C","Jack & Jones Men's Yellow Boxers","NA","Buy for Rs 699","NA","Kapsons Retail Pvt Ltd","NA","JJOR NBA CAVALIERS BOXER IN;Amber;S","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490F0121FEF/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490F0121FEF/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490F0121FEF/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490F0121FEF/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Innerwear & Sleepwear","Boxers","NA","NA","NA","Jack & Jones","NA","NA","Yellow","NA","5713618481943","5 - 8 days","NA","Slim","Men","Cotton","NA","NA","Printed","APPJACK-JONES-MKAPS578490F0121FEF","Seller does not accept returns for this product","NA","1","S","NA","NA","1947044-Amber","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002C6C9D90F-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C55%7C","Jack & Jones Men's Casual Tshirt","Rs 1299","Buy for Rs 779","NA","Kapsons Agencies P. Ltd.","NA","Jjvcbilly Ss Tee Crew Neck In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C6C9D90F/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C6C9D90F/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C6C9D90F/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C6C9D90F/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS78002C6C9D90F","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Short Sleeves","NA","1856700-mood Indigo","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002549668FB-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C56%7C","Jack & Jones Men's Casual TShirt","Rs 1099","Buy for Rs 549","NA","Kapsons Retail Pvt Ltd","NA","JJOR POP TEE S/S CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490549668FB/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490549668FB/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490549668FB/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490549668FB/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Crew neck","WHAT YOUTH","Blue","NA","5713611101688","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS578490549668FB","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","M","Short Sleeves","NA","1855720-Total Eclipse","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-round-t-shirt-CMPLXAPPJACK-JONES-MKAPS5784901AFC47E0-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C57%7C","Jack & Jones Men's Round T-shirt","Rs 799","Buy for Rs 559","NA","Kapsons Retail Pvt Ltd","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","JJORRIOT TEE SS CREW NECK","Use promocode - FASH40Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.*Terms & Conditions","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784901AFC47E0/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784901AFC47E0/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784901AFC47E0/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784901AFC47E0/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","5713610921270","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS5784901AFC47E0","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","S","NA","NA","1937476-Forget-Me-Not","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-pants-CMPLXAPPJACK-JONES-MKAPS78002C79B1415-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C58%7C","Jack & Jones Men's Pants","Rs 2499","Buy for Rs 1499","NA","Kapsons Agencies P. Ltd.","Use promocode FASH25 to get 25% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjpr Leighton Trouser In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002431F50EB/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002431F50EB/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002431F50EB/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002431F50EB/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Casual Trouser","NA","NA","NA","NA","Jack & Jones","NA","NA","Black","NA","NA","4 - 7 days","NA","Slim","Men","Linen","NA","Casual","Solid","APPJACK-JONES-MKAPS78002431F50EB","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","52","NA","NA","1839686-black","NA","NA","Machine Wash;Machine Wash",
"https://paytmmall.com/jack-jones-men-s-shirts-CMPLXAPPJACK-JONES-MKAPS7800249F5E00-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C59%7C","Jack & Jones Men's Shirts","Rs 2999","Buy for Rs 1499","NA","Kapsons Retail Pvt Ltd","MALL50F: Get Flat Rs.50 Cashback on Apparel,Accessories & Footwear Products. Valid only for first time Paytm Mall Users","JJVC NARUTO SHIRT L/S IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849049F5E00/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849049F5E00/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849049F5E00/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849049F5E00/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Casual shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Pure Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS57849049F5E00","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","M","Full Sleeves","NA","1855367-Mood Indigo","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-casual-jeans-CMPLXAPPJACK-JONES-MKAPS78002350EEA29-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C60%7C","Jack & Jones Men Casual Jeans ( Liam )","Rs 4499","Buy for Rs 2699","NA","Kapsons Agencies P. Ltd.","Use promocode JEANS30 to get 30% cashback* (Max cashback Rs.600). COD option will not be available on applying this promocode.","Jj Liam Ry 8190","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002350EEA29/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002350EEA29/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002350EEA29/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002350EEA29/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","NA","NA","APPJACK-JONES-MKAPS78002350EEA29","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","36","NA","NA","NA","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002140D949B-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C61%7C","Jack & Jones Men's Casual Tshirt","Rs 1299","Buy for Rs 779","NA","Kapsons Agencies P. Ltd.","NA","Jorindies Tee Ss Grandad","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002140D949B/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002140D949B/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002140D949B/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002140D949B/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS78002140D949B","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","Half Sleeves","NA","1848936-dark Denim","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-shirts-CMPLXAPPJACK-JONES-MKAPS78002607525B7-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C62%7C","Jack & Jones Men's Casual Shirts","Rs 1999","Buy for Rs 999","NA","Kapsons Agencies P. Ltd.","NA","Jjor Bay Shirt L/s In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002607525B7/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002607525B7/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002607525B7/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002607525B7/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Casual shirts","NA","NA","5713610235605","NA","Jack & Jones","Classic Collar","What Youth","White","NA","NA","5 - 8 days","NA","Slim","Men","Pure Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS78002607525B7","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Full Sleeves","NA","1854390-white","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-canvas-sneaker-CMPLXFOOJACK-JONES-MKAPS7800291CDB2C9-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C63%7C","Jack & Jones Men's Sneaker Shoes","Rs 3899","Buy for Rs 1949","NA","Kapsons Agencies P. Ltd.","NA","NA","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS7800291CDB2C9/0x1920/70/14.JPG","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS7800291CDB2C9/0x1920/70/16.JPG","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS7800291CDB2C9/0x1920/70/16.JPG","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS7800291CDB2C9/0x1920/70/17.JPG","NA","Men's Fashion","Footwear","Sneakers Shoes","NA","NA","NA","NA","Jack & Jones","NA","NA","Brown","NA","NA","5 - 8 days","Lace Up","NA","NA","NA","NA","NA","Solid","FOOJACK-JONES-MKAPS7800291CDB2C9","Seller will accept returns within 15 days from date of delivery of the item","NA","NA","EU 42","NA","Rubber","NA","NA","Canvas","NA",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS78002D0549C93-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C64%7C","Jack & Jones Men's Casual T-shirts","Rs 1299","Buy for Rs 779","NA","Kapsons Agencies P. Ltd.","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjvcharry Ss Tee Crew","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D0549C93/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D0549C93/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D0549C93/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D0549C93/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Maroon","NA","5713610929047","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS78002D0549C93","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","Short Sleeves","NA","1855755-burnt Henna","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-jeans-CMPLXAPPJACK-JONES-MKAPS78002C2600AFF-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C65%7C","Jack & Jones Men's Casual Jeans ( Liam )","Rs 3999","Buy for Rs 2399","NA","Kapsons Agencies P. Ltd.","NA","NA","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C2600AFF/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C2600AFF/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C2600AFF/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002C2600AFF/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Poly Cotton","NA","NA","NA","APPJACK-JONES-MKAPS78002C2600AFF","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","32","NA","NA","1840734-dark Blue Denim","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002D76B37B2-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C66%7C","Jack & Jones Men's Casual TShirt","NA","Buy for Rs 1295","NA","Kapsons Agencies P. Ltd.","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","JJPR BASIC HENLEY L/S IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D76B37B2/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D76B37B2/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D76B37B2/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D76B37B2/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS78002D76B37B2","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","NA","NA","1790105-Syrah","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-vest-CMPLXAPPJACK-JONES-MKAPS7800287095539-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C67%7C","Jack & Jones Men'S Vest","NA","Buy for Rs 429","NA","Kapsons Agencies P. Ltd.","NA","Ribbed VESTIN","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS7800287095539/0x1920/70/0..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS7800287095539/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS7800287095539/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS7800287095539/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Innerwear & Sleepwear","Vests","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","NA","Slim","Men","Cotton","NA","NA","Solid","APPJACK-JONES-MKAPS7800287095539","Seller does not accept returns for this product","NA","NA","XL","NA","NA","NA","NA","NA","NA",
